鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
中山區,建物,臺北市中山區長春路91~120號,0.0,商,,,1041007,土地0建物1車位0,全,3,透天厝,,加強磚造,,71.7,0,0,0,無,無,無,60000,837,,0.0,0,,RPPQMLOJJIKFFCA47CC
大安區,建物,臺北市大安區復興南路二段271~300號,0.0,商,,,1041021,土地0建物1車位0,三層,12,辦公商業大樓,商業用,鋼筋混凝土造,0731228,160.22,0,0,0,無,有,無,66000,412,,0.0,0,,RPVNMLOJJIKFFFA08CC
大安區,房地(土地+建物),臺北市大安區復興南路一段61~90號,10.23,商,,,1041029,土地1建物1車位0,十五層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0701230,144.75,4,2,2,有,有,有,60000,415,,0.0,0,,RPWNMLOJJIKFFFA18CC
大安區,建物,臺北市大安區延吉街91~120號,0.0,商,,,1041027,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750522,51.17,2,1,1,有,有,有,25000,489,,0.0,0,,RPXNMLOJJIKFFFA28CC
大安區,建物,臺北市大安區大安路一段96巷1~30號,0.0,住,,,1041028,土地0建物1車位0,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0940420,194.9,5,2,2,有,有,有,43000,221,,0.0,0,續租。,RPPOMLOJJIKFFFA57CC
大安區,房地(土地+建物),臺北市大安區信義路二段61~90號,0.0,商,,,1041012,土地0建物1車位0,九層,11,辦公商業大樓,商業用,鋼筋混凝土造,,128.4,0,0,0,有,無,無,49010,382,,0.0,0,,RPQOMLOJJIKFFFA67CC
大安區,建物,臺北市大安區復興南路二段78巷30弄1~30號,0.0,住,,,1041012,土地0建物1車位0,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760707,153.26,3,2,2,有,有,有,60000,391,,0.0,0,,RPROMLOJJIKFFFA77CC
大安區,房地(土地+建物),臺北市大安區信義路二段61~90號,0.0,商,,,1041012,土地0建物1車位0,九層,11,辦公商業大樓,商業用,鋼筋混凝土造,,113.94,0,1,1,有,無,無,42000,369,,0.0,0,,RPSOMLOJJIKFFFA87CC
中正區,建物,臺北市中正區愛國東路116巷23弄1~30號,0.0,住,,,1041031,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0741022,100.23,3,2,2,有,有,無,28000,279,,0.0,0,,RPVNMLOJJIKFFAA57CC
中正區,建物,臺北市中正區寧波東街1~30號,0.0,住,,,1041019,土地0建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,0810626,107.37,0,0,0,無,無,無,36360,339,,0.0,0,,RPWNMLOJJIKFFAA67CC
士林區,房地(土地+建物),臺北市士林區中庸一路14巷12弄1~30號,472.16,住,,,1041019,土地1建物1車位0,見其他登記事項,2,其他,住家用,鋼筋混凝土造,0700803,457.78,5,2,3,有,無,無,150000,328,,0.0,0,,RPSNMLOJJIKFFEA77DC
大安區,建物,臺北市大安區敦化南路一段181~210號,0.0,商,,,1041101,土地0建物1車位0,八層,14,辦公商業大樓,商業用,鋼筋混凝土造,,84.43,0,0,0,無,有,無,43000,509,,0.0,0,,RPQNMLPJJIKFFFA77DC
松山區,建物,臺北市松山區南京東路四段151~180號,0.0,商,,,1041010,土地0建物1車位0,五層,12,辦公商業大樓,商業用,鋼筋混凝土造,0711111,107.87,0,0,0,無,有,無,55000,510,,0.0,0,,RPQNMLPJJIKFFDA57DC
中山區,建物,臺北市中山區長春路361~390號,0.0,商,,,1041015,土地0建物1車位0,五層,16,辦公商業大樓,商業用,鋼筋混凝土造,0850710,149.94,0,0,0,無,有,無,63000,420,,0.0,0,,RPPNMLPJJIKFFCA37DC
中山區,建物,臺北市中山區松江路211~240號,0.0,商,,,1041020,土地0建物1車位0,八層,11,辦公商業大樓,商業用,鋼筋混凝土造,0640530,112.4,0,0,0,無,有,無,45900,408,,0.0,0,,RPQNMLPJJIKFFCA47DC
大安區,建物,臺北市大安區仁愛路四段345巷5弄1~30號,0.0,住,,,1041009,土地0建物1車位0,一層,7,店面(店鋪),住商用,鋼筋混凝土造,,159.45,0,0,0,無,無,無,50000,314,,0.0,0,分租店面,RPRNMLPJJIKFFFA77CC
大安區,建物,臺北市大安區忠孝東路四段121~150號,0.0,商,,,1041007,土地0建物1車位0,五層,12,辦公商業大樓,商業用,鋼筋混凝土造,0710209,74.49000000000001,0,0,0,無,有,無,32000,430,,0.0,0,,RPWNMLPJJIKFFFA28CC
大安區,建物,臺北市大安區敦化南路二段31~60號,0.0,商,,,1041029,土地0建物1車位0,十四層,20,辦公商業大樓,商業用,鋼筋混凝土造,0720714,149.38,4,1,0,有,有,無,80000,536,,0.0,0,,RPOOMLPJJIKFFFA57CC
大安區,建物,臺北市大安區敦化南路一段187巷31~60號,191.0,住,,,1041022,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),,加強磚造,,97.07,3,2,2,有,無,無,35000,361,,0.0,0,,RPSOMLPJJIKFFFA97CC
大安區,房地(土地+建物),臺北市大安區忠孝東路三段61~90號,13.12,住,,,1041031,土地1建物1車位0,四層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0830609,109.73,1,1,1,有,有,有,40000,365,,0.0,0,,RPTOMLPJJIKFFFA08CC
中山區,建物,臺北市中山區長安東路二段151~180號,0.0,商,,,1041102,土地0建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0900326,72.42,2,1,1,有,有,有,35000,483,,0.0,0,2房中含1和室，租金內含大樓管理費,RPSNMLPJJIKFFCA57CC
中山區,建物,臺北市中山區敬業一路31~60號,0.0,商,,,1041103,土地0建物1車位1,四層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0961130,202.44,3,2,2,有,有,有,68861,340,坡道平面,47.1,0,租期為1年10個月又28天。,RPTNMLPJJIKFFCA67CC
內湖區,建物,臺北市內湖區民權東路六段123巷1~30號,0.0,商,,,1041015,土地0建物1車位0,五層,14,辦公商業大樓,商業用,鋼筋混凝土造,0890106,108.73,0,0,0,無,有,無,38000,349,,0.0,0,,RPROMLPJJIKFFCA57CC
中山區,建物,臺北市中山區松江路181~210號,0.0,商,,,1041007,土地0建物1車位0,十一層,14,套房(1房1廳1衛),商業用,鋼筋混凝土造,0671219,28.85,1,1,1,有,有,有,20000,693,,0.0,0,租金含管理費。,RPVOMLPJJIKFFCA97CC
北投區,建物,臺北市北投區中正街61~90號,0.0,商,,,1041026,土地0建物1車位0,一層,29,店面(店鋪),見其他登記事項,鋼骨鋼筋混凝土造,0961119,75.22999999999999,0,1,1,有,有,無,48000,638,,0.0,0,,RPRNMLPJJIKFFEA67CC
士林區,房地(土地+建物)+車位,臺北市士林區仰德大道三段47巷1~30號,66.0,住,,,1041016,土地1建物1車位1,全,2,透天厝,住家用,鋼筋混凝土造,0720708,417.89,5,3,5,有,無,無,120000,287,坡道平面,0.0,0,,RPUNMLPJJIKFFEA97CC
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段441巷31~60號,0.0,住,,,1041102,土地0建物1車位1,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0970909,225.91,3,2,2,有,有,無,155000,686,坡道平面,0.0,0,,RPVNMLPJJIKFFEA08CC
萬華區,建物,臺北市萬華區中華路一段151~180號,0.0,商,,,1041005,土地0建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020104,154.55,3,2,2,有,有,有,53000,343,,0.0,0,,RPPNMLPJJIKFFBA17CC
大同區,建物,臺北市大同區市民大道一段181~210號,0.0,其他,,,1041103,土地0建物1車位0,五層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980724,137.03,3,2,2,有,無,有,50000,365,,0.0,0,,RPQNMLPJJIKFFBA27CC
萬華區,建物,臺北市萬華區峨眉街121~150號,0.0,商,,,1041005,土地0建物1車位0,全,5,透天厝,,鋼筋混凝土造,,175.38,0,0,0,無,無,無,55000,314,,0.0,0,做店面使用,RPRNMLPJJIKFFBA37CC
大同區,建物,臺北市大同區承德路一段1~30號,0.0,商,,,1041029,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730629,109.66999999999999,3,2,2,有,有,無,32000,292,,0.0,0,,RPXOMLPJJIKFFBA08CC
中正區,房地(土地+建物),臺北市中正區延平南路61~90號,7.38,商,,,1041020,土地1建物1車位0,六層,10,辦公商業大樓,住家用,鋼筋混凝土造,0700402,61.78,1,0,1,有,有,有,19900,322,,0.0,0,含稅附家具,RPOPMLPJJIKFFBA27CC
信義區,建物,臺北市信義區松勇路31~60號,0.0,住,,,1041103,土地0建物1車位2,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921009,436.36,3,2,3,有,有,有,185000,424,坡道平面,87.0,0,,RPUNMLPJJIKFFDA87CC
信義區,建物,臺北市信義區信義路五段121~150號,0.0,其他,,,1041030,土地0建物1車位0,九層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980702,49.089999999999996,1,1,1,有,有,有,25500,519,,0.0,0,,RPPOMLPJJIKFFDA47CC
松山區,建物,臺北市松山區光復南路57巷1~30號,0.0,住,,,1041006,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,105.53,2,0,1,有,無,有,15000,142,,0.0,0,實際是租 此門牌的 項樓加蓋。租金含第四台。,RPXOMLPJJIKFFDA28CC
信義區,建物,臺北市信義區基隆路一段37巷1~30號,0.0,住,,,1041105,土地0建物1車位0,二層,2,公寓(5樓含以下無電梯),住家用,加強磚造,,61.33,3,1,2,有,無,有,16000,261,,0.0,0,,RPSNMLQJJIKFFDA77CC
松山區,建物,臺北市松山區民族東路661~690號,26.04,住,,,1041101,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701223,149.55,2,2,2,有,無,有,28000,187,,0.0,0,,RPVNMLQJJIKFFDA08CC
松山區,建物,臺北市松山區光復北路230巷1~30號,0.0,住,,,1041008,土地0建物1車位0,十四層,18,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0910320,115.68,3,2,1,有,有,有,33600,290,,0.0,0,租金含管理費。,RPSOMLQJJIKFFDA87CC
信義區,房地(土地+建物),臺北市信義區信義路四段十三樓之1~30號,12.81,住,,,1041106,土地6建物1車位0,十三層,14,辦公商業大樓,商業用,鋼筋混凝土造,,165.2,0,0,0,無,有,無,63000,381,,0.0,0,,RPXOMLQJJIKFFDA38CC
信義區,建物,臺北市信義區信義路五段121~150號,0.0,其他,,,1041023,土地0建物1車位0,五層,25,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0931130,110.98,1,1,1,有,有,有,60000,541,,0.0,0,,RPOPMLQJJIKFFDA57CC
信義區,建物,臺北市信義區基隆路二段151~180號,0.0,商,,,1041102,土地0建物1車位0,十五層,15,套房(1房1廳1衛),住家用,鋼筋混凝土造,0990901,99.52000000000001,1,1,1,有,有,有,40000,402,,0.0,0,續約,RPQPMLQJJIKFFDA77CC
信義區,建物,臺北市信義區基隆路一段37巷1~30號,0.0,住,,,1041105,土地0建物1車位0,見其他登記事項,2,公寓(5樓含以下無電梯),住家用,加強磚造,,61.33,3,1,2,有,無,有,16000,261,,0.0,0,,RPTPMLQJJIKFFDA08CC
大同區,建物,臺北市大同區民權西路91~120號,0.0,商,,,1041006,土地0建物0車位0,八層,13,辦公商業大樓,商業用,鋼筋混凝土造,0710713,156.7,2,0,0,有,有,無,55000,351,,0.0,0,,RPVNMLQJJIKFFBA87CC
大同區,建物,臺北市大同區市民大道一段181~210號,0.0,其他,,,1041007,土地0建物1車位0,十層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980724,72.24000000000001,2,1,1,有,有,有,40000,554,,0.0,0,含稅，含二代建保,RPUOMLQJJIKFFBA87CC
士林區,房地(土地+建物)+車位,臺北市士林區中山北路七段81巷1~30號,55.86,住,,,1040915,土地1建物1車位1,十一層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811124,328.21,5,2,3,有,無,有,180000,548,坡道平面,9.9,0,,RPTOMLQJJIKFFEA08CC
士林區,建物,臺北市士林區中山北路六段195巷1~30號,0.0,住,,,1041008,土地0建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970506,85.38,2,2,1,有,有,有,43000,504,,0.0,0,租金含管理費。,RPPQMLQJJIKFFEA87CC
士林區,建物,臺北市士林區天母北路31~60號,0.0,住,,,1041021,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0910425,173.37,3,2,2,有,有,有,68000,392,,0.0,0,,RPSQMLQJJIKFFEA18CC
北投區,建物,臺北市北投區榮華三路31~60號,0.0,住,,,1041103,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620131,81.16,2,2,1,有,無,有,32000,394,,0.0,0,,RPWQMLQJJIKFFEA58CC
士林區,房地(土地+建物),臺北市士林區中山北路七段151~180號,108.0,商,,,1041105,土地1建物1車位0,一層,4,店面(店鋪),商業用,鋼筋混凝土造,0610925,35.42,0,0,0,無,無,有,34091,962,,0.0,0,,RPORMLQJJIKFFEA87CC
內湖區,建物,臺北市內湖區南京東路六段331~360號,0.0,工,,,1041105,土地0建物1車位0,二層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0970407,87.32,1,2,1,有,有,有,23000,263,,0.0,0,租金已含管理費,RPVNMLQJJIKFFCA97CC
中山區,房地(土地+建物),臺北市中山區林森北路361~390號,0.0,住,,,1041026,土地0建物1車位0,十六層,18,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980916,141.27,2,2,1,有,有,有,63000,446,,0.0,0,"含管理費(NT＄5,657)。",RPSOMLQJJIKFFCA77CC
中山區,建物,臺北市中山區林森北路631~660號,0.0,住,,,1041013,土地0建物1車位0,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0961024,110.14999999999999,3,2,2,有,有,有,45000,409,,0.0,0,,RPWOMLQJJIKFFCA18CC
中山區,建物,臺北市中山區雙成街13巷1~30號,0.0,商,,,1041010,土地0建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941207,96.06,2,1,1,有,有,有,57000,593,,0.0,0,含稅，租賃期間1年6個月1天,RPWPMLQJJIKFFCA28CC
大安區,建物,臺北市大安區信義路二段91~120號,0.0,商,,,1041012,土地0建物1車位0,全,4,透天厝,,加強磚造,,335.1,0,0,0,無,無,無,200000,597,,0.0,0,,RPRNMLQJJIKFFFA87CC
大安區,建物,臺北市大安區和平東路二段118巷54弄1~30號,0.0,住,,,1041103,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,111.46,3,2,2,有,無,無,23000,206,,0.0,0,,RPUNMLQJJIKFFFA18CC
大安區,建物,臺北市大安區麗水街1~30號,0.0,住,,,1041020,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000322,90.71000000000001,1,2,1,有,有,有,45000,496,,0.0,0,內含管理費。,RPWNMLQJJIKFFFA38CC
中山區,建物,臺北市中山區南京東路二段91~120號,0.0,商,,,1041028,土地0建物1車位0,十層,12,辦公商業大樓,商業用,鋼筋混凝土造,0670111,212.10999999999999,0,0,0,無,有,無,60000,283,,0.0,0,,RPTNMLQJJIKFFCA87DC
中山區,建物,臺北市中山區中山北路三段1~30號,0.0,商,,,1041023,土地0建物1車位0,十一層,14,辦公商業大樓,商業用,鋼筋混凝土造,,70.48,0,0,0,無,有,無,29000,411,,0.0,0,,RPUNMLQJJIKFFCA97DC
中山區,建物,臺北市中山區民權東路二段1~30號,0.0,商,,,1041106,土地0建物1車位0,八層,12,辦公商業大樓,住家用,鋼筋混凝土造,0730406,62.59,0,0,0,無,有,有,29000,463,,0.0,0,,RPOOMLQJJIKFFCA47DC
信義區,建物,臺北市信義區忠孝東路五段661~690號,0.0,商,,,1041006,土地0建物1車位0,十層,10,辦公商業大樓,商業用,鋼筋混凝土造,0811006,87.49,2,1,0,有,有,有,55000,629,,0.0,0,,RPXNMLQJJIKFFDA38DC
中正區,建物,臺北市中正區羅斯福路一段58巷1~30號,0.0,,,,1041017,土地0建物1車位0,二層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810611,135.23,4,2,2,有,有,有,35000,259,,0.0,0,,RPWOMLQJJIKFFAA97CC
松山區,房地(土地+建物),臺北市松山區敦化北路199巷1~30號,45.16,住,,,1041010,土地1建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830716,174.65,3,2,2,有,有,有,48000,275,,0.0,0,,RPSNMLRJJIKFFDA97DC
中正區,建物,臺北市中正區同安街31~60號,0.0,住,,,1041027,土地0建物1車位0,全,2,透天厝,,磚造,,110.36,0,2,1,有,無,無,70000,634,,0.0,0,,RPUNMLTJJIKFFAA97CC
大安區,建物,臺北市大安區信義路四段181~210號,0.0,商,,,1040913,土地0建物1車位0,九層,12,辦公商業大樓,商業用,鋼筋混凝土造,0850705,44.94,1,1,1,有,有,有,25000,556,,0.0,0,,RPTNMLTJJIKFFFA38CC
大安區,建物,臺北市大安區忠孝東路四段101巷1~30號,0.0,,,,1041103,土地0建物1車位0,一層,14,店面(店鋪),商業用,鋼筋混凝土造,,141.18,0,0,0,無,無,無,300000,2125,,0.0,0,,RPPOMLTJJIKFFFA08CC
大安區,建物,臺北市大安區忠孝東路四段61~90號,0.0,商,,,1041030,土地0建物0車位0,一層,12,店面(店鋪),商業用,鋼筋混凝土造,,9.59,0,0,0,無,有,無,86000,8968,,0.0,0,承租面積2.9坪,RPQOMLTJJIKFFFA18CC
中山區,房地(土地+建物),臺北市中山區長安東路一段53巷1~30號,14.7,住,,,1041027,土地1建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0761223,71.42,2,2,1,有,有,有,25000,350,,0.0,0,,RPWNMLTJJIKFFCA38CC
中山區,建物,臺北市中山區樂群二路271~300號,0.0,其他,,,1041015,土地0建物1車位0,一層,11,店面(店鋪),商業用,鋼筋混凝土造,0970603,115.37,0,0,0,無,有,無,70000,607,,0.0,0,,RPROMLTJJIKFFCA97CC
內湖區,建物,臺北市內湖區內湖路一段120巷15弄1~30號,0.0,工,,,1041021,土地0建物1車位0,二層,9,廠辦,見其他登記事項,鋼筋混凝土造,0960613,121.16,0,0,0,無,有,無,50000,413,,0.0,0,分租c戶面積36.65坪約121.16平方公尺,RPVOMLTJJIKFFCA38CC
內湖區,建物,臺北市內湖區內湖路一段120巷15弄1~30號,0.0,工,,,1041030,土地0建物1車位0,四層,9,廠辦,見其他登記事項,鋼筋混凝土造,0960613,652.49,0,0,0,無,有,無,180000,276,,0.0,0,,RPQPMLTJJIKFFCA97CC
士林區,房地(土地+建物),臺北市士林區天母北路31~60號,0.0,住,,,1041022,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0910425,173.37,4,2,2,有,有,有,65000,375,,0.0,0,內含管理費。,RPOOMLTJJIKFFEA87CC
士林區,建物,臺北市士林區忠誠路一段171巷12弄1~30號,0.0,住,,,1041028,土地0建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981231,206.37,4,2,2,有,有,有,60000,291,,0.0,0,,RPQOMLTJJIKFFEA08CC
士林區,建物,臺北市士林區磺溪街88巷1~30號,0.0,住,,,1041105,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970721,157.87,2,1,2,有,有,有,71500,453,,0.0,0,,RPPPMLTJJIKFFEA08CC
士林區,建物,臺北市士林區天玉街91~120號,0.0,住,,,1041102,土地0建物1車位0,三層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840619,43.45,1,1,1,有,有,有,19000,437,,0.0,0,含管理費,RPOQMLTJJIKFFEA08CC
中正區,房地(土地+建物)+車位,臺北市中正區信義路二段121~150號,17.25,商,,,1041007,土地1建物1車位1,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950804,209.6,4,2,2,有,有,無,85000,479,坡道平面,46.9,7000,(含稅及二代健保+每月管理費5522元),RPQNMLTJJIKFFBA67CC
大同區,建物,臺北市大同區鄭州路29巷1~30號,0.0,商,,,1041007,土地0建物1車位0,全,4,透天厝,,加強磚造,,45.42,3,1,1,有,無,無,18000,396,,0.0,0,,RPRNMLTJJIKFFBA77CC
大同區,建物,臺北市大同區承德路一段1~30號,0.0,其他,,,1041007,土地0建物1車位0,十一層,20,辦公商業大樓,商業用,鋼筋混凝土造,0781103,159.55,0,0,0,無,有,無,83000,520,,0.0,0,,RPUNMLTJJIKFFBA08CC
大同區,建物,臺北市大同區長安西路31~60號,0.0,商,,,1041020,土地0建物1車位0,五層,12,辦公商業大樓,商業用,鋼筋混凝土造,0780801,120.08999999999999,3,1,2,有,有,無,40000,333,,0.0,0,,RPWNMLTJJIKFFBA28CC
松山區,建物,臺北市松山區八德路二段331~360號,0.0,,,,1041011,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980123,47.5,1,1,1,有,有,有,23000,484,,0.0,0,,RPVOMLTJJIKFFDA48CC
